state,period,facility,stage,setting,orders_signed,orders_completed,avg_days_to_completion,median_days_to_completion,pct_within_deadline,pct_within_alt2,pct_within_alt3,report,source_url,source_sha,pdf_page,table_ref
WA,2024-12,WSH,evaluation,jail,439.0,419.0,12.2,13.0,84.0,88.0,88.0,Trueblood-Report-2026-01.pdf,(local) Trueblood-Report-2026-01.pdf,7c0ee14e8083,16,Table 3
WA,2025-01,WSH,evaluation,jail,446.0,448.0,12.3,13.0,79.0,81.0,81.0,Trueblood-Report-2026-02.pdf,(local) Trueblood-Report-2026-02.pdf,62cb0b228080,16,Table 3
WA,2025-02,WSH,evaluation,jail,431.0,434.0,11.4,12.0,87.0,89.0,90.0,Trueblood-Report-2026-03.pdf,(local) Trueblood-Report-2026-03.pdf,f84492e7b4b1,17,Table 3
WA,2025-03,WSH,evaluation,jail,530.0,503.0,10.9,12.0,87.0,91.0,91.0,Trueblood-Report-2026-04.pdf,(local) Trueblood-Report-2026-04.pdf,bb022575e7bf,17,Table 3
WA,2025-04,WSH,evaluation,jail,463.0,489.0,11.5,13.0,87.0,91.0,93.0,Trueblood-Report-2026-05.pdf,(local) Trueblood-Report-2026-05.pdf,8494818a4829,16,Table 3
WA,2025-05,WSH,evaluation,jail,465.0,455.0,11.8,12.0,86.0,90.0,91.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,16,Table 3
WA,2025-06,WSH,evaluation,jail,476.0,462.0,11.9,13.0,88.0,92.0,94.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,16,Table 3
WA,2025-07,WSH,evaluation,jail,557.0,549.0,11.8,13.0,84.0,89.0,90.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,16,Table 3
WA,2025-08,WSH,evaluation,jail,479.0,499.0,12.0,13.0,87.0,92.0,92.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,16,Table 3
WA,2025-09,WSH,evaluation,jail,511.0,478.0,12.1,13.0,83.0,87.0,89.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,16,Table 3
WA,2025-10,WSH,evaluation,jail,518.0,537.0,11.7,13.0,86.0,90.0,91.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,16,Table 3
WA,2025-11,WSH,evaluation,jail,405.0,428.0,11.9,13.0,91.0,93.0,93.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,16,Table 3
WA,2025-12,WSH,evaluation,jail,475.0,484.0,12.5,13.0,84.0,87.0,88.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,16,Table 3
WA,2026-01,WSH,evaluation,jail,465.0,452.0,12.2,13.0,79.0,87.0,87.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,16,Table 3
WA,2026-02,WSH,evaluation,jail,414.0,431.0,12.0,13.0,85.0,92.0,92.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,16,Table 3
WA,2026-03,WSH,evaluation,jail,467.0,478.0,11.6,13.0,90.0,95.0,95.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,16,Table 3
WA,2026-04,WSH,evaluation,jail,480.0,453.0,11.3,12.0,90.0,95.0,95.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,16,Table 3
WA,2026-05,WSH,evaluation,jail,480.0,456.0,11.7,12.0,90.0,93.0,93.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,16,Table 3
WA,2018-01,WSH,restoration,inpatient,78.0,,52.2,44.0,5.0,6.0,6.0,Trueblood-Report-2019-02.pdf,(local) Trueblood-Report-2019-02.pdf,29f42cc9a6bb,9,Table 1c
WA,2018-02,WSH,restoration,inpatient,95.0,,47.3,34.0,7.0,8.0,8.0,Trueblood-Report-2019-02.pdf,(local) Trueblood-Report-2019-02.pdf,29f42cc9a6bb,9,Table 1c
WA,2018-03,WSH,restoration,inpatient,96.0,,45.8,27.5,9.0,10.0,10.0,Trueblood-Report-2019-02.pdf,(local) Trueblood-Report-2019-02.pdf,29f42cc9a6bb,9,Table 1c
WA,2018-04,WSH,restoration,inpatient,122.0,97.0,46.0,38.0,8.0,10.0,10.0,Trueblood-Report-2019-05.pdf,(local) Trueblood-Report-2019-05.pdf,48ba75917cc4,9,Table 1c
WA,2018-05,WSH,restoration,inpatient,96.0,106.0,37.6,25.0,10.0,10.0,10.0,Trueblood-Report-2019-06.pdf,(local) Trueblood-Report-2019-06.pdf,df2a0b64b835,9,Table 1c
WA,2018-06,WSH,restoration,inpatient,89.0,102.0,45.2,49.0,7.0,7.0,7.0,Trueblood-Report-2019-06.pdf,(local) Trueblood-Report-2019-06.pdf,df2a0b64b835,9,Table 1c
WA,2018-07,WSH,restoration,inpatient,100.0,92.0,42.5,32.0,10.0,10.0,11.0,Trueblood-Report-2019-06.pdf,(local) Trueblood-Report-2019-06.pdf,df2a0b64b835,9,Table 1c
WA,2018-08,WSH,restoration,inpatient,71.0,61.0,54.1,56.0,21.0,20.0,21.0,Trueblood-Report-2019-09.pdf,(local) Trueblood-Report-2019-09.pdf,c8d0c873197d,10,Table 4
WA,2018-09,WSH,restoration,inpatient,43.0,55.0,72.3,78.0,7.0,7.0,7.0,Trueblood-Report-2019-10.pdf,(local) Trueblood-Report-2019-10.pdf,68a64fa8c402,10,Table 4
WA,2018-10,WSH,restoration,inpatient,74.0,77.0,60.5,54.0,16.0,16.0,16.0,Trueblood-Report-2019-11.pdf,(local) Trueblood-Report-2019-11.pdf,6ba93df67949,10,Table 4
WA,2018-11,WSH,restoration,inpatient,62.0,70.0,57.5,50.0,0.0,20.0,20.0,Trueblood-Report-2019-12.pdf,(local) Trueblood-Report-2019-12.pdf,ff3749aafc99,10,Table 4
WA,2018-12,WSH,restoration,inpatient,74.0,66.0,46.7,28.5,27.0,30.0,33.0,Trueblood-Report-2020-01.pdf,(local) Trueblood-Report-2020-01.pdf,9eb8848df148,10,Table 4a
WA,2019-01,WSH,restoration,inpatient,82.0,82.0,51.7,42.0,27.0,28.0,28.0,Trueblood-Report-2020-02.pdf,(local) Trueblood-Report-2020-02.pdf,2a357dc93979,11,Table 4a
WA,2019-02,WSH,restoration,inpatient,85.0,83.0,47.5,41.0,22.0,25.0,25.0,Trueblood-Report-2020-02.pdf,(local) Trueblood-Report-2020-02.pdf,2a357dc93979,11,Table 4a
WA,2019-03,WSH,restoration,inpatient,88.0,110.0,38.7,31.5,19.0,20.0,22.0,Trueblood-Report-2020-02.pdf,(local) Trueblood-Report-2020-02.pdf,2a357dc93979,11,Table 4a
WA,2019-04,WSH,restoration,inpatient,93.0,67.0,35.3,35.0,30.0,30.0,30.0,Trueblood-Report-2020-02.pdf,(local) Trueblood-Report-2020-02.pdf,2a357dc93979,11,Table 4a
WA,2019-05,WSH,restoration,inpatient,81.0,85.0,39.2,35.0,21.0,21.0,21.0,Trueblood-Report-2020-06.pdf,(local) Trueblood-Report-2020-06.pdf,99295309355d,13,Table 4a
WA,2019-06,WSH,restoration,inpatient,82.0,107.0,46.0,49.0,18.0,19.0,20.0,Trueblood-Report-2020-07.pdf,(local) Trueblood-Report-2020-07.pdf,7f9e598ef9df,13,Table 4a
WA,2019-07,WSH,restoration,inpatient,59.0,65.0,35.1,29.0,29.0,28.0,29.0,Trueblood-Report-2020-07.pdf,(local) Trueblood-Report-2020-07.pdf,7f9e598ef9df,13,Table 4a
WA,2019-08,WSH,restoration,inpatient,76.0,68.0,41.4,45.5,24.0,25.0,26.0,Trueblood-Report-2020-07.pdf,(local) Trueblood-Report-2020-07.pdf,7f9e598ef9df,13,Table 4a
WA,2019-09,WSH,restoration,inpatient,73.0,78.0,43.3,42.0,21.0,23.0,23.0,Trueblood-Report-2020-10.pdf,(local) Trueblood-Report-2020-10.pdf,2bedf0f4cfff,15,Table 4a
WA,2019-10,WSH,restoration,inpatient,100.0,100.0,32.4,29.0,29.0,31.0,31.0,Trueblood-Report-2020-11.pdf,(local) Trueblood-Report-2020-11.pdf,595ab0efa441,15,Table 4a
WA,2019-11,WSH,restoration,inpatient,64.0,68.0,29.3,24.0,25.0,26.0,28.0,Trueblood-Report-2020-12.pdf,(local) Trueblood-Report-2020-12.pdf,197278ce3fbf,14,Table 4a
WA,2019-12,WSH,restoration,inpatient,82.0,81.0,32.1,36.0,31.0,33.0,35.0,Trueblood-Report-2021-01.pdf,(local) Trueblood-Report-2021-01.pdf,ee5f4e460f7b,14,Table 4a
WA,2020-01,WSH,restoration,inpatient,58.0,68.0,40.0,38.5,15.0,18.0,18.0,Trueblood-Report-2021-02.pdf,(local) Trueblood-Report-2021-02.pdf,b54a5a28745c,13,Table 4a
WA,2020-02,WSH,restoration,inpatient,61.0,56.0,39.9,41.5,9.0,11.0,11.0,Trueblood-Report-2021-03.pdf,(local) Trueblood-Report-2021-03.pdf,6b2aa713e0fb,13,Table 4a
WA,2020-03,WSH,restoration,inpatient,57.0,59.0,25.6,23.0,12.0,14.0,15.0,Trueblood-Report-2021-04.pdf,(local) Trueblood-Report-2021-04.pdf,4b588bfa8cf2,13,Table 4a
WA,2020-04,WSH,restoration,inpatient,41.0,29.0,41.2,34.0,14.0,14.0,14.0,Trueblood-Report-2021-05.pdf,(local) Trueblood-Report-2021-05.pdf,0cb3da8cda63,13,Table 4a
WA,2020-05,WSH,restoration,inpatient,30.0,25.0,63.6,43.0,0.0,0.0,0.0,Trueblood-Report-2021-06.pdf,(local) Trueblood-Report-2021-06.pdf,aecc13a6d1dc,13,Table 4a
WA,2020-06,WSH,restoration,inpatient,39.0,41.0,89.8,87.0,2.0,2.0,2.0,Trueblood-Report-2021-07.pdf,(local) Trueblood-Report-2021-07.pdf,5d748b19d1a9,13,Table 4a
WA,2020-07,WSH,restoration,inpatient,57.0,43.0,36.9,22.0,7.0,7.0,19.0,Trueblood-Report-2021-07.pdf,(local) Trueblood-Report-2021-07.pdf,5d748b19d1a9,13,Table 4a
WA,2020-08,WSH,restoration,inpatient,52.0,64.0,84.2,85.5,6.0,6.0,6.0,Trueblood-Report-2021-09.pdf,(local) Trueblood-Report-2021-09.pdf,19b1ac35a2cc,13,Table 4a
WA,2020-09,WSH,restoration,inpatient,55.0,58.0,59.2,51.5,7.0,7.0,9.0,Trueblood-Report-2021-10.pdf,(local) Trueblood-Report-2021-10.pdf,97de982233a3,13,Table 4a
WA,2020-10,WSH,restoration,inpatient,95.0,63.0,43.3,32.0,14.0,14.0,16.0,Trueblood-Report-2021-11.pdf,(local) Trueblood-Report-2021-11.pdf,a4ddd236f8ce,13,Table 4a
WA,2020-11,WSH,restoration,inpatient,67.0,78.0,45.3,32.0,12.0,9.0,12.0,Trueblood-Report-2021-12.pdf,(local) Trueblood-Report-2021-12.pdf,84321c2e419d,13,Table 4a
WA,2020-12,WSH,restoration,inpatient,59.0,61.0,37.1,37.0,11.0,13.0,13.0,Trueblood-Report-2022-01.pdf,(local) Trueblood-Report-2022-01.pdf,80a1c9a9027a,13,Table 4a
WA,2021-01,WSH,restoration,inpatient,54.0,59.0,60.6,64.0,3.0,3.0,5.0,Trueblood-Report-2022-02.pdf,(local) Trueblood-Report-2022-02.pdf,7e0983577785,14,Table 4a
WA,2021-02,WSH,restoration,inpatient,86.0,70.0,46.3,29.0,23.0,23.0,23.0,Trueblood-Report-2022-03.pdf,(local) Trueblood-Report-2022-03.pdf,758295511742,14,Table 4a
WA,2021-03,WSH,restoration,inpatient,69.0,103.0,55.7,47.0,9.0,11.0,12.0,Trueblood-Report-2022-03.pdf,(local) Trueblood-Report-2022-03.pdf,758295511742,14,Table 4a
WA,2021-04,WSH,restoration,inpatient,79.0,89.0,40.5,47.0,11.0,12.0,12.0,Trueblood-Report-2022-05.pdf,(local) Trueblood-Report-2022-05.pdf,6fa242a431c7,14,Table 4a
WA,2021-05,WSH,restoration,inpatient,73.0,70.0,26.4,33.5,20.0,20.0,23.0,Trueblood-Report-2022-06.pdf,(local) Trueblood-Report-2022-06.pdf,fac7ad731caf,14,Table 4a
WA,2021-06,WSH,restoration,inpatient,64.0,69.0,39.1,42.0,4.0,9.0,9.0,Trueblood-Report-2022-07.pdf,(local) Trueblood-Report-2022-07.pdf,1ed794b880ce,14,Table 4a
WA,2021-07,WSH,restoration,inpatient,107.0,76.0,37.1,39.5,8.0,8.0,8.0,Trueblood-Report-2022-08.pdf,(local) Trueblood-Report-2022-08.pdf,76874be56410,14,Table 4a
WA,2021-08,WSH,restoration,inpatient,96.0,78.0,32.6,30.0,9.0,9.0,10.0,Trueblood-Report-2022-09.pdf,(local) Trueblood-Report-2022-09.pdf,74671e617b2c,14,Table 4a
WA,2021-09,WSH,restoration,inpatient,134.0,70.0,35.9,35.0,14.0,16.0,17.0,Trueblood-Report-2022-10.pdf,(local) Trueblood-Report-2022-10.pdf,625cf77b4b24,14,Table 4a
WA,2021-10,WSH,restoration,inpatient,123.0,119.0,44.9,49.0,7.0,8.0,10.0,Trueblood-Report-2022-10.pdf,(local) Trueblood-Report-2022-10.pdf,625cf77b4b24,14,Table 4a
WA,2021-11,WSH,restoration,inpatient,101.0,108.0,51.6,64.0,9.0,11.0,11.0,Trueblood-Report-2022-10.pdf,(local) Trueblood-Report-2022-10.pdf,625cf77b4b24,14,Table 4a
WA,2021-12,WSH,restoration,inpatient,125.0,140.0,50.8,62.0,10.0,10.0,10.0,Trueblood-Report-2023-01.pdf,(local) Trueblood-Report-2023-01.pdf,3a0d5b251edc,14,Table 4a
WA,2022-01,WSH,restoration,inpatient,109.0,87.0,46.3,47.0,6.0,9.0,11.0,Trueblood-Report-2023-02.pdf,(local) Trueblood-Report-2023-02.pdf,7009c637f545,14,Table 4a
WA,2022-02,WSH,restoration,inpatient,121.0,102.0,46.9,49.0,6.0,6.0,6.0,Trueblood-Report-2023-02.pdf,(local) Trueblood-Report-2023-02.pdf,7009c637f545,14,Table 4a
WA,2022-03,WSH,restoration,inpatient,111.0,116.0,57.3,69.0,9.0,9.0,9.0,Trueblood-Report-2023-04.pdf,(local) Trueblood-Report-2023-04.pdf,1a09abe029a9,14,Table 4a
WA,2022-04,WSH,restoration,inpatient,119.0,67.0,53.1,50.0,3.0,3.0,3.0,Trueblood-Report-2023-05.pdf,(local) Trueblood-Report-2023-05.pdf,485d112f4341,14,Table 4a
WA,2022-05,WSH,restoration,inpatient,115.0,70.0,55.7,53.5,7.0,9.0,9.0,Trueblood-Report-2023-06.pdf,(local) Trueblood-Report-2023-06.pdf,69cb8ee59778,15,Table 4a
WA,2022-06,WSH,restoration,inpatient,114.0,77.0,65.9,70.0,8.0,8.0,8.0,Trueblood-Report-2023-06.pdf,(local) Trueblood-Report-2023-06.pdf,69cb8ee59778,15,Table 4a
WA,2022-07,WSH,restoration,inpatient,92.0,91.0,76.2,65.0,4.0,4.0,4.0,Trueblood-Report-2023-08.pdf,(local) Trueblood-Report-2023-08.pdf,db59247b803f,15,Table 4a
WA,2022-08,WSH,restoration,inpatient,144.0,96.0,67.9,63.5,8.0,9.0,10.0,Trueblood-Report-2023-09.pdf,(local) Trueblood-Report-2023-09.pdf,f8377cdfa1b9,15,Table 4a
WA,2022-09,WSH,restoration,inpatient,96.0,70.0,61.7,43.0,7.0,7.0,7.0,Trueblood-Report-2023-10.pdf,(local) Trueblood-Report-2023-10.pdf,f047e00db7ce,15,Table 4a
WA,2022-10,WSH,restoration,inpatient,91.0,104.0,76.0,54.0,4.0,4.0,5.0,Trueblood-Report-2023-11.pdf,(local) Trueblood-Report-2023-11.pdf,15755243894b,15,Table 4a
WA,2022-11,WSH,restoration,inpatient,89.0,74.0,106.3,89.0,7.0,7.0,7.0,Trueblood-Report-2023-12.pdf,(local) Trueblood-Report-2023-12.pdf,5bbaa732398b,15,Table 4a
WA,2022-12,WSH,restoration,inpatient,88.0,81.0,96.9,72.0,0.0,0.0,6.0,Trueblood-Report-2024-01.pdf,(local) Trueblood-Report-2024-01.pdf,8133c8ee7330,15,Table 4a
WA,2023-01,WSH,restoration,inpatient,76.0,91.0,111.3,74.0,3.0,3.0,3.0,Trueblood-Report-2024-02.pdf,(local) Trueblood-Report-2024-02.pdf,fd865b0cb050,15,Table 4a
WA,2023-02,WSH,restoration,inpatient,87.0,111.0,157.7,148.0,5.0,5.0,9.0,Trueblood-Report-2024-03.pdf,(local) Trueblood-Report-2024-03.pdf,549e58928e44,15,Table 4a
WA,2023-03,WSH,restoration,inpatient,113.0,129.0,117.2,80.0,9.0,9.0,9.0,Trueblood-Report-2024-04.pdf,(local) Trueblood-Report-2024-04.pdf,5636183a032d,15,Table 4a
WA,2023-04,WSH,restoration,inpatient,83.0,104.0,158.8,164.5,3.0,3.0,5.0,Trueblood-Report-2024-05.pdf,(local) Trueblood-Report-2024-05.pdf,ca3168328dcc,15,Table 4a
WA,2023-05,WSH,restoration,inpatient,89.0,186.0,153.4,189.0,6.0,6.0,7.0,Trueblood-Report-2024-06.pdf,(local) Trueblood-Report-2024-06.pdf,58591efc1214,15,Table 4a
WA,2023-06,WSH,restoration,inpatient,114.0,129.0,88.4,79.0,8.0,8.0,9.0,Trueblood-Report-2024-06.pdf,(local) Trueblood-Report-2024-06.pdf,58591efc1214,15,Table 4a
WA,2023-07,WSH,restoration,inpatient,93.0,114.0,79.8,73.0,5.0,5.0,11.0,Trueblood-Report-2024-08.pdf,(local) Trueblood-Report-2024-08.pdf,14009159338a,15,Table 4a
WA,2023-08,WSH,restoration,inpatient,119.0,172.0,64.2,71.0,5.0,8.0,9.0,Trueblood-Report-2024-09.pdf,(local) Trueblood-Report-2024-09.pdf,3bfc640f8b9d,15,Table 4a
WA,2023-09,WSH,restoration,inpatient,94.0,137.0,48.2,55.0,9.0,9.0,9.0,Trueblood-Report-2024-10.pdf,(local) Trueblood-Report-2024-10.pdf,46d3b90ae09f,16,Table 4a
WA,2023-10,WSH,restoration,inpatient,100.0,135.0,33.0,31.0,7.0,7.0,8.0,Trueblood-Report-2024-11.pdf,(local) Trueblood-Report-2024-11.pdf,53aaf66ede40,16,Table 5a
WA,2023-11,WSH,restoration,inpatient,92.0,90.0,30.3,31.0,8.0,9.0,12.0,Trueblood-Report-2024-12.pdf,(local) Trueblood-Report-2024-12.pdf,faf2ed19cc54,18,Table 5a
WA,2023-12,WSH,restoration,inpatient,91.0,89.0,26.5,30.0,6.0,9.0,11.0,Trueblood-Report-2025-01.pdf,(local) Trueblood-Report-2025-01.pdf,901f55094ef0,18,Table 5a
WA,2024-01,WSH,restoration,inpatient,95.0,146.0,19.2,20.0,16.0,18.0,18.0,Trueblood-Report-2025-02.pdf,(local) Trueblood-Report-2025-02.pdf,265ae906e2cb,18,Table 5a
WA,2024-02,WSH,restoration,inpatient,105.0,87.0,12.6,12.0,16.0,18.0,20.0,Trueblood-Report-2025-03.pdf,(local) Trueblood-Report-2025-03.pdf,07ce04aa2201,18,Table 5a
WA,2024-03,WSH,restoration,inpatient,82.0,114.0,10.0,10.0,33.0,36.0,38.0,Trueblood-Report-2025-04.pdf,(local) Trueblood-Report-2025-04.pdf,ccf190df18c8,18,Table 5a
WA,2024-04,WSH,restoration,inpatient,121.0,116.0,5.3,6.0,87.0,90.0,97.0,Trueblood-Report-2025-05.pdf,(local) Trueblood-Report-2025-05.pdf,3476aedc530f,18,Table 5a
WA,2024-05,WSH,restoration,inpatient,152.0,133.0,5.2,5.0,88.0,89.0,95.0,Trueblood-Report-2025-06.pdf,(local) Trueblood-Report-2025-06.pdf,eb0f8715a502,18,Table 5a
WA,2024-06,WSH,restoration,inpatient,91.0,103.0,6.5,6.0,83.0,86.0,94.0,Trueblood-Report-2025-07.pdf,(local) Trueblood-Report-2025-07.pdf,3593428da632,18,Table 5a
WA,2024-07,WSH,restoration,inpatient,146.0,141.0,5.2,6.0,93.0,96.0,98.0,Trueblood-Report-2025-08.pdf,(local) Trueblood-Report-2025-08.pdf,4e61c15429a2,19,Table 5a
WA,2024-08,WSH,restoration,inpatient,131.0,138.0,5.7,6.0,94.0,95.0,97.0,Trueblood-Report-2025-09.pdf,(local) Trueblood-Report-2025-09.pdf,b967b422d8e7,20,Table 5a
WA,2024-09,WSH,restoration,inpatient,117.0,110.0,6.4,6.0,95.0,96.0,98.0,Trueblood-Report-2025-10.pdf,(local) Trueblood-Report-2025-10.pdf,576a95fe6dda,20,Table 5a
WA,2024-10,WSH,restoration,inpatient,124.0,131.0,6.0,6.0,92.0,95.0,96.0,Trueblood-Report-2025-11.pdf,(local) Trueblood-Report-2025-11.pdf,c4932d189f27,20,Table 5a
WA,2024-11,WSH,restoration,inpatient,103.0,111.0,6.5,7.0,80.0,92.0,93.0,Trueblood-Report-2025-12.pdf,(local) Trueblood-Report-2025-12.pdf,c2cca9e44936,20,Table 5a
WA,2024-12,WSH,restoration,inpatient,125.0,125.0,5.9,6.0,84.0,90.0,94.0,Trueblood-Report-2026-01.pdf,(local) Trueblood-Report-2026-01.pdf,7c0ee14e8083,20,Table 5a
WA,2025-01,WSH,restoration,inpatient,132.0,124.0,6.6,6.0,89.0,94.0,97.0,Trueblood-Report-2026-02.pdf,(local) Trueblood-Report-2026-02.pdf,62cb0b228080,20,Table 5a
WA,2025-02,WSH,restoration,inpatient,98.0,94.0,5.6,6.0,90.0,95.0,98.0,Trueblood-Report-2026-03.pdf,(local) Trueblood-Report-2026-03.pdf,f84492e7b4b1,21,Table 5a
WA,2025-03,WSH,restoration,inpatient,131.0,134.0,5.2,5.0,96.0,99.0,99.0,Trueblood-Report-2026-04.pdf,(local) Trueblood-Report-2026-04.pdf,bb022575e7bf,21,Table 5a
WA,2025-04,WSH,restoration,inpatient,136.0,152.0,4.3,4.0,97.0,97.0,100.0,Trueblood-Report-2026-05.pdf,(local) Trueblood-Report-2026-05.pdf,8494818a4829,20,Table 5a
WA,2025-05,WSH,restoration,inpatient,137.0,130.0,4.9,5.0,95.0,96.0,99.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,20,Table 5a
WA,2025-06,WSH,restoration,inpatient,115.0,123.0,4.7,5.0,94.0,96.0,99.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,20,Table 5a
WA,2025-07,WSH,restoration,inpatient,155.0,129.0,4.6,5.0,92.0,93.0,97.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,20,Table 5a
WA,2025-08,WSH,restoration,inpatient,111.0,131.0,5.0,5.0,95.0,95.0,99.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,20,Table 5a
WA,2025-09,WSH,restoration,inpatient,135.0,128.0,4.4,5.0,95.0,95.0,100.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,20,Table 5a
WA,2025-10,WSH,restoration,inpatient,145.0,144.0,4.4,4.0,97.0,99.0,99.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,20,Table 5a
WA,2025-11,WSH,restoration,inpatient,123.0,122.0,5.2,6.0,98.0,100.0,100.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,20,Table 5a
WA,2025-12,WSH,restoration,inpatient,131.0,128.0,5.0,5.0,91.0,94.0,98.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,20,Table 5a
WA,2026-01,WSH,restoration,inpatient,107.0,109.0,5.1,5.0,93.0,94.0,97.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,20,Table 5a
WA,2026-02,WSH,restoration,inpatient,128.0,127.0,5.6,5.0,95.0,96.0,98.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,20,Table 5a
WA,2026-03,WSH,restoration,inpatient,133.0,141.0,4.9,5.0,93.0,94.0,98.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,20,Table 5a
WA,2026-04,WSH,restoration,inpatient,109.0,109.0,4.2,5.0,97.0,98.0,99.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,20,Table 5a
WA,2026-05,WSH,restoration,inpatient,114.0,109.0,4.8,5.0,98.0,99.0,100.0,Trueblood-Report-2026-06.pdf,(local) Trueblood-Report-2026-06.pdf,1f7fce53996c,20,Table 5a
